@TE0,TD0,TT0,TA0 [keV]  vs t@
X,TE0,TD0,TT0,TA0
 0.5128000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5130000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5132000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5134000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5136000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5138000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5140000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5142000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5144000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5146000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5148000E+02, 0.2271896E+02, 0.1986635E+02, 0.1851200E+02, 0.1926976E+02,
 0.5150000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5152000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5154000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5156000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5158000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5160000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5162000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5164000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5166000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5168000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5170000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5172000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5174000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926976E+02,
 0.5176000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5178000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5180000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5182000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5184000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5186000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5188000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5190000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5192000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5194000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5196000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5198000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5200000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5202000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5204000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5206000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5208000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5210000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5212000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5214000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5216000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5218000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5220000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5222000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5224000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5226000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5228000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5230000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5232000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5234000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5236000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5238000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5240000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5242000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5244000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5246000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5248000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5250000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5252000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5254000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5256000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5258000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5260000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5262000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5264000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5266000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5268000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5270000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5272000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5274000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5276000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5278000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5280000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5282000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5284000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5286000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5288000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5290000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5292000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5294000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5296000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5298000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5300000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5302000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5304000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5306000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5308000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5310000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5312000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5314000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5316000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5318000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5320000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5322000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5324000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5326000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5328000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5330000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5332000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5334000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5336000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5338000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5340000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5342000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5344000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5346000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5348000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5350000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5352000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5354000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5356000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5358000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5360000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5362000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5364000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5366000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5368000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5370000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5372000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5374000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5376000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5378000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5380000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5382000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5384000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5386000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5388000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5390000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5392000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5394000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5396000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5398000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5400000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5402000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5404000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5406000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5408000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5410000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5412000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5414000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5416000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5418000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5420000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5422000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5424000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5426000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5428000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5430000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5432000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5434000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5436000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5438000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5440000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5442000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5444000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5446000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5448000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5450000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5452000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5454000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5456000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5458000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5460000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5462000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5464000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5466000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5468000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5470000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5472000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5474000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5476000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5478000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5480000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5482000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5484000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5486000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5488000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5490000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5492000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5494000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5496000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5498000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5500000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5502000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5504000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5506000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5508000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5510000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5512000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5514000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5516000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5518000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5520000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5522000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5524000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5526000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5528000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5530000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5532000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5534000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5536000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5538000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5540000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5542000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5544000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5546000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5548000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5550000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5552000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5554000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5556000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5558000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5560000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5562000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5564000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5566000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5568000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5570000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5572000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5574000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5576000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5578000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5580000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5582000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5584000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5586000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5588000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5590000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5592000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5594000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5596000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5598000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5600000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5602000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5604000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5606000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5608000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5610000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5612000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5614000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5616000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5618000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5620000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5622000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5624000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5626000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5628000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5630000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5632000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5634000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5636000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5638000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5640000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5642000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5644000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5646000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5648000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5650000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5652000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5654000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5656000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5658000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5660000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5662000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5664000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5666000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5668000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5670000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
 0.5672000E+02, 0.2271896E+02, 0.1986636E+02, 0.1851200E+02, 0.1926977E+02,
