@BETAPa,BETAP0  vs t@
X,BETAPa,BETAP0
 0.4858000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4860000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4862000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4864000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4866000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4868000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4870000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4872000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4874000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4876000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4878000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4880000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4882000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4884000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4886000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4888000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4890000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4892000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4894000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4896000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4898000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4900000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4902000E+02, 0.1029072E+01, 0.6035924E+01,
 0.4904000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4906000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4908000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4910000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4912000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4914000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4916000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4918000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4920000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4922000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4924000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4926000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4928000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4930000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4932000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4934000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4936000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4938000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4940000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4942000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4944000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4946000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4948000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4950000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4952000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4954000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4956000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4958000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4960000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4962000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4964000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4966000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4968000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4970000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4972000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4974000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4976000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4978000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4980000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4982000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4984000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4986000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4988000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4990000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4992000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4994000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4996000E+02, 0.1029072E+01, 0.6035925E+01,
 0.4998000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5000000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5002000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5004000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5006000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5008000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5010000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5012000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5014000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5016000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5018000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5020000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5022000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5024000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5026000E+02, 0.1029072E+01, 0.6035925E+01,
 0.5028000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5030000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5032000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5034000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5036000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5038000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5040000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5042000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5044000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5046000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5048000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5050000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5052000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5054000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5056000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5058000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5060000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5062000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5064000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5066000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5068000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5070000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5072000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5074000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5076000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5078000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5080000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5082000E+02, 0.1029072E+01, 0.6035926E+01,
 0.5084000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5086000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5088000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5090000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5092000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5094000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5096000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5098000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5100000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5102000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5104000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5106000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5108000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5110000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5112000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5114000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5116000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5118000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5120000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5122000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5124000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5126000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5128000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5130000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5132000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5134000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5136000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5138000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5140000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5142000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5144000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5146000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5148000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5150000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5152000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5154000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5156000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5158000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5160000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5162000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5164000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5166000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5168000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5170000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5172000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5174000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5176000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5178000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5180000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5182000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5184000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5186000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5188000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5190000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5192000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5194000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5196000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5198000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5200000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5202000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5204000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5206000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5208000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5210000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5212000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5214000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5216000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5218000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5220000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5222000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5224000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5226000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5228000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5230000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5232000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5234000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5236000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5238000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5240000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5242000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5244000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5246000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5248000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5250000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5252000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5254000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5256000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5258000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5260000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5262000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5264000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5266000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5268000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5270000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5272000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5274000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5276000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5278000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5280000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5282000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5284000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5286000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5288000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5290000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5292000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5294000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5296000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5298000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5300000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5302000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5304000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5306000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5308000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5310000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5312000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5314000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5316000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5318000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5320000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5322000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5324000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5326000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5328000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5330000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5332000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5334000E+02, 0.1029073E+01, 0.6035926E+01,
 0.5336000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5338000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5340000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5342000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5344000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5346000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5348000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5350000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5352000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5354000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5356000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5358000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5360000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5362000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5364000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5366000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5368000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5370000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5372000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5374000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5376000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5378000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5380000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5382000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5384000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5386000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5388000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5390000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5392000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5394000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5396000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5398000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5400000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5402000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5404000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5406000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5408000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5410000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5412000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5414000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5416000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5418000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5420000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5422000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5424000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5426000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5428000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5430000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5432000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5434000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5436000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5438000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5440000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5442000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5444000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5446000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5448000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5450000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5452000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5454000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5456000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5458000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5460000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5462000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5464000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5466000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5468000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5470000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5472000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5474000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5476000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5478000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5480000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5482000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5484000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5486000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5488000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5490000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5492000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5494000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5496000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5498000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5500000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5502000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5504000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5506000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5508000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5510000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5512000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5514000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5516000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5518000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5520000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5522000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5524000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5526000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5528000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5530000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5532000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5534000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5536000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5538000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5540000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5542000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5544000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5546000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5548000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5550000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5552000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5554000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5556000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5558000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5560000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5562000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5564000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5566000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5568000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5570000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5572000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5574000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5576000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5578000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5580000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5582000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5584000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5586000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5588000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5590000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5592000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5594000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5596000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5598000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5600000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5602000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5604000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5606000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5608000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5610000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5612000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5614000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5616000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5618000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5620000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5622000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5624000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5626000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5628000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5630000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5632000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5634000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5636000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5638000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5640000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5642000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5644000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5646000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5648000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5650000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5652000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5654000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5656000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5658000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5660000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5662000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5664000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5666000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5668000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5670000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5672000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5674000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5676000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5678000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5680000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5682000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5684000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5686000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5688000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5690000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5692000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5694000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5696000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5698000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5700000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5702000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5704000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5706000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5708000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5710000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5712000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5714000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5716000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5718000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5720000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5722000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5724000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5726000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5728000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5730000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5732000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5734000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5736000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5738000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5740000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5742000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5744000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5746000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5748000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5750000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5752000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5754000E+02, 0.1029073E+01, 0.6035927E+01,
 0.5756000E+02, 0.1029073E+01, 0.6035927E+01,
